Kod Projek,Nama Projek,Jenis Rumah,Bil Tingkat,Bil Bilik,Bil Tandas,Keluasan Binaan (Mps),Bil.Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Komponen,Tarikh CCC/CFO,Tarikh VP,Scraped_Date,Scraped_Timestamp
14587-2,TAMAN BERTAM PUTRA,Rumah Teres,2,4,3,226,19,"497,000.00","593,000.00",100.00,Siap Dengan CCC,30/07/2025,-,2026-01-04,2026-01-04 05:17:15
14587-1,TAMAN BERTAM PUTRA,Rumah Teres,2,0,0,250,175,"400,000.00","583,000.00",100.00,Siap Dengan CCC,20/12/2018,-,2026-01-04,2026-01-04 05:17:15
