Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90485,PT 9915,"RM 689,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
2,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90484,PT 9914,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
3,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90483,PT 9913,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
4,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90482,PT 9912,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
5,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90481,PT 9911,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
6,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90480,PT 9910,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
7,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90479,PT 9909,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
8,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90478,PT 9908,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:29:16
9,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90477,PT 9907,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:29:16
10,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90476,PT 9906,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:29:16
11,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90475,PT 9905,"RM 568,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:29:16
