Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90485,PT 9915,"RM 689,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
2,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90484,PT 9914,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
3,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90483,PT 9913,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
4,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90482,PT 9912,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
5,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90481,PT 9911,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
6,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90480,PT 9910,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
7,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90479,PT 9909,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
8,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90478,PT 9908,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
9,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90477,PT 9907,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
10,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90476,PT 9906,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
11,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90475,PT 9905,"RM 568,000.00",-,Belum Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
12,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90474,PT 9904,"RM 568,000.00",-,Belum Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
13,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90473,PT 9903,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
14,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90472,PT 9902,"RM 538,000.00","RM 538,000.00",Telah Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
15,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90471,PT 9901,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
16,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90470,PT 9900,"RM 766,000.00","RM 766,000.00",Telah Dijual,Tidak,2026-01-04,2026-01-04 05:17:15
17,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90489,PT 9919,"RM 380,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
18,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90488,PT 9918,"RM 365,000.00","RM 328,500.00",Telah Dijual,Ya,2026-01-04,2026-01-04 05:17:15
19,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90487,PT 9917,"RM 365,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
20,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90486,PT 9916,"RM 380,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
21,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90524,PT9920,"RM 692,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
22,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90525,PT9921,"RM 542,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
23,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90527,PT9923,"RM 545,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
24,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90528,PT9924,"RM 547,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
25,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90529,PT9925,"RM 548,000.00",-,Belum Dijual,Ya,2026-01-04,2026-01-04 05:17:15
